formOccurrences	form	lemma	HebBinyan	VerbForm	Person	Number	Gender	form_niqqud	lemma_niqqud	lemmaCount
3	מפרקים	פירק	PIEL	Part	3	Plur	Masc	מְפָרְקִים	פֵּיְרְק	61
1	מבשיל	הבשיל	HITPAEL	Part	1,2,3	Sing	Masc	מַבְשִׁיל	הִבְשִׁיל	2
1	מעיפים	העיף	HIFIL	Part	1	Plur	Masc	מְעִיפִים	הֵעִיף	3
1	מסתדרות	הסתדר	HITPAEL	Part	3	Plur	Fem	מִסְתַדְּרוֹת	הִסְתַדֵּר	21
1	התלף	התלף	PAAL		3	Sing	Masc	הֶתְלֵף	הֶתְלֵף	1
1	להתלפי	התלפי	HITPAEL	Inf				לְהִתְלַפִּי	הַתַּלְפִּי	1
1	הכנסנו	הכניס	HIFIL		1	Plur	Masc	הִכְנַסְנוּ	הִכְּנִיס	40
1	לנוות	לנוות	PAAL	Inf				לְנַוּוֹת	לְנַוּוֹת	1
1	עפים	עפה	PAAL	Part	3	Plur	Masc	עָפִים	עָפָה	4
5	מאבדים	איבד	PIEL	Part	1	Plur	Masc	מְאַבְּדִים	אִיבֵּד	12
2	משחק	שיחק	PIEL	Part	3	Sing	Masc	מִשְׂחָק	שִִׂיחֵק	12
1	נזכור	זכר	HIFIL		1	Plur	Masc	נִזְכּוֹר	זֵכֶר	66
1	כיתבו	כיתב	PAAL		1	Plur	Masc	כִּיתְּבוּ	כִּיתֵּב	1
1	איבדו	איבד	PIEL		3	Plur	Masc	אִיבְּדוּ	אִיבֵּד	12
5	מסיים	סיים	PIEL	Part	2	Sing	Masc	מְסַיֵּים	סִּייֵּם	69
1	סללו	סלל	PAAL		3	Plur	Masc	סָּלְלוּ	סָּלָל	1
1	חיברו	חיבר	PIEL		3	Plur	Masc	חִיבְּרוּ	חִיבֵּר	13
1	טיפלו	טיפל	PIEL		3	Plur	Masc	טִּיפְּלוּ	טִיפֵּל	13
1	חלו	חל	PAAL		3	Plur	Masc	חָלוּ	חָל	5
1	הפריע	הפריע	HIFIL		3	Sing	Masc	הִפְרִיעַ	הִפְרִיעַ	13
1	ליישב	יישב	PIEL	Inf				לְיַישֵּׁב	יִישֵּׁב	1
1	חיועז	חיועז	PAAL		3	Sing	Masc	חִיּוֹעַז	חִיּוֹעַז	1
1	תדמיינו	דדמיין	HIFIL		1	Plur	Masc	תְּדַמְיְינוּ	דֶּדְמַיְין	1
1	נאסתה	נאס	NIFAL		3	Sing	Fem	נֶאֶסְתָה	נָאַס	1
1	מפטר	פיטר	HIFIL	Part	1,2,3	Sing	Masc	מְפַטֵּר	פִּיטֵר	1
1	מפסיק	הפסיק	HIFIL	Part	1,2,3	Sing	Masc	מַפְסִיק	הִפְסִיק	42
3	יקבלו	קיבל			3	Plur	Fem,Masc	יְקַבְּלוּ	קִיבֵּל	245
1	ינצל	ניצל	PAAL		3	Sing	Masc	יְנַצֵּל	נִיצֵּל	16
1	ירמה	ירם	PAAL		3	Sing	Masc	יָרְמָה	יָרָם	1
3	שיתפו	שיתף	PIEL		3	Plur	Masc	שִׁיתְּפוּ	שִׁיתֵּף	18
1	נוצרו	נוצר	NIFAL		3	Plur	Masc	נוֹצְרוּ	נוֹצַר	17
1	נקראו	נקרא	NIFAL		3	Plur	Masc	נִקְרְאוּ	נִקְרָא	101
2	להבדיל	הבדיל	HIFIL	Inf				לְהַבְּדִיל	הִבְדִּיל	3
1	לשכפל	שכפל	HIFIL	Inf				לְשַׁכְפֵּל	שִׁכְפֵּל	1
1	התמודדו	התמודד	HITPAEL		3	Plur	Fem,Masc	הִתְמוֹדְדוּ	הִתְמוֹדֵד	20
1	דאגו	דאג	PAAL		3	Plur	Masc	דָּאֲגוּ	דָּאַג	41
3	בנו	בנה	PAAL		3	Plur	Masc	בְּנוּ	בְּנָהּ	21
1	השקיעו	השקיע	HIFIL		3	Plur	Masc	הִשְׁקִיעוּ	הִשְׁקִיעַ	8
3	נחשבו	נחשב	NIFAL		3	Plur	Fem	נֶחְשְׁבוּ	נֶחֱשָׁב	40
1	החלישו	החליש	HIFIL		3	Plur	Masc	הֶחֱלִישׁוּ	הֶחָלִישׁ	3
1	לקצץ	קיצץ	PIEL	Inf				לְקַצֵּץ	קִּיצֵּץ	1
2	להתפתח	התפתח	HITPAEL	Inf				לְהִתְפַּתֵּחַ	הִתְפַתֵּחַ	7
1	פוגעות	פגע	PAAL	Part	3	Plur	Fem	פּוֹגְעוֹת	פָּגַע	36
1	למחוק	מחק	PIEL	Inf				לִמְחוֹק	מָחַק	3
1	להרבה	הרבה	PAAL	Inf				לְהַרְבֵּה	הַרְבֵּה	1
1	להתייצב	התייצב	HITPAEL	Inf				לְהִתְיַיצֵּב	הִתְיַיצֵּב	1
2	כעסו	כעס	PAAL		3	Plur	Masc	כַּעֲסוֹ	כַּעַס	6
1	להתחזק	התחזק	HITPAEL	Inf				לְהִתְחַזֵּק	הִתְחַזֵּק	4
1	דחפו	דחף	PAAL		3	Plur	Fem,Masc	דָּחֲפוּ	דַּחַף	12
1	להתחדש	התחדש	HITPAEL	Inf				לְהִתְחַדֵּשׁ	הִתְחַדֵּשׁ	1
2	התאימו	התאים	HIFIL		3	Plur	Masc	הִתְאִימוּ	הִתְאִים	34
3	התאים	התאים	HIFIL		3	Sing	Masc	הִתְאִים	הִתְאִים	34
1	כחתי	כחת	PAAL		1	Sing	Masc	כַּחְתִּי	כָּחַת	2
1	השתגעת	השתגע	HIFIL		2	Sing	Masc	הִשְׁתַּגַּעְתָּ	הִשְׁתַגֵּעַ	5
1	מזדכנת	זדכן	HITPAEL	Part	1,2,3	Sing	Fem	מִזְדַּכֶּנֶת	זִדְכֵּן	1
1	תורם	תרם	PAAL	Part	3	Sing	Masc	תָּוֹרֵם	תָּרַם	26
2	סובל	סבל	PAAL	Part	1,2,3	Sing	Masc	סוֹבֵּל	סֵּבֶל	10
2	מעדיף	העדיף	HIFIL	Part	1,2,3	Sing	Masc	מַעֲדִיף	הֶעֱדִיף	19
6	להשתפר	השתפר	HITPAEL	Inf				לְהִשְׁתַפֵּר	הִשְׁתַפֵּר	10
1	התלונן	התלונן	HITPAEL		3	Sing	Masc	הִתְלוֹנֵן	הִתְלוֹנֵן	5
6	להשוות	השווה	HIFIL	Inf				לְהַשְׁוָות	הַשָּׁוֹוֶה	6
1	מסופר	סופר	PUAL	Part	3	Sing	Masc	מְסוּפָּר	סוֹפֵּר	1
2	תצא	יצא	PAAL		3	Sing	Fem	תֵּצֵא	יָצָא	241
1	שוטף	שטף	PAAL	Part	3	Sing	Masc	שׁוֹטֵף	שֶׁטֶף	7
2	צריכים	צריך				Plur	Masc	צְּרִיכִים	צָּרִיךְ	157
1	ששוות	ששה	PAAL	Part	3	Plur	Fem	שַׁשָׁוֹוֹת	שִׁשָׁה	1
1	שיתן	שיתן	HIFIL	Inf				שִׁיתָּן	שִׁיתָּן	1
1	יתחלק	התחלק	NIFAL		3	Sing	Masc	יִתְחַלֵק	הִתְחַלֵּק	5
1	מתחלקים	התחלק	HITPAEL	Part	3	Plur	Masc	מִתְחַלְּקִים	הִתְחַלֵּק	5
1	תרד	ירד	PAAL		3	Sing	Fem	תֵּרֵד	יָרַד	48
1	יכירו	הכיר	HIFIL		3	Plur	Fem,Masc	יַכִּירוּ	הִכִּיר	141
1	תשרוד	שרד	HIFIL		3	Sing	Fem	תִּשְׂרוֹד	שֶׂרֶד	3
1	תחזיק	החזיק	HIFIL		3	Sing	Fem	תַּחֲזִיק	הֶחֱזִיק	30
1	נעצרו	נעצר	NIFAL		3	Plur	Masc	נֶעֶצְרוּ	נֶעֱצַר	5
1	שפגע	שפגע	PAAL		3	Sing	Masc	שֶׁפָּגַע	שֶׁפָּגַע	1
1	תחלף	נחלף	PAAL		3	Sing	Masc	תַּחְלַף	נֶחֱלַף	1
2	הזמנתי	הזמנה	HIFIL		1	Sing	Masc	הִזְמַנְתִּי	הַזְמָנָה	6
2	ישמעו	שמע	PAAL		3	Plur	Masc	יִשְׁמְעוּ	שָׁמַע	173
8	מלמדת	לימד	PIEL	Part	1	Sing	Fem	מְלַמֶּדֶת	לִימֵּד	29
1	נולדנו	נולד	PAAL		1	Plur	Masc	נוֹלַדְנוּ	נוֹלַד	29
1	מברכת	בירך	PIEL	Part	1,2,3	Sing	Fem	מְבָרֶכֶת	בֵּיָרֵךְ	5
2	תקף	תקף	PAAL		3	Sing	Masc	תֶּקֶף	תֶּקֶף	9
2	לברך	בירך	PIEL	Inf				לְבָרֵךְ	בֵּיָרֵךְ	5
2	עורכים	ערך	PAAL	Part	3	Plur	Masc	עוֹרְכִים	עֵרֶךְ	7
1	ציפיתי	ציפה	PIEL		1	Sing	Masc	צִּיפִּיתִי	צִּיפָּה	10
1	הסתכלתי	הסתכל	HITPAEL		1	Sing	Masc	הִסְתַּכַּלְתִּי	הִסְתַּכֵּל	61
2	הפתיע	הפתיע	HIFIL		3	Sing	Masc	הִפְתִּיעַ	הִפְתִּיעַ	4
1	פנה	פנה	PAAL		3	Sing	Masc	פָּנָה	פָּנָה	16
1	מברכים	בירך	HIFIL	Part	3	Plur	Masc	מִבְּרָכִים	בֵּיָרֵךְ	5
1	בירך	בירך	PIEL		3	Sing	Masc	בֵּיָרֵךְ	בֵּיָרֵךְ	5
2	מתגמלת	התגמל	HITPAEL	Part	1,2,3	Sing	Fem	מִתְגַּמֶּלֶת	הִתְגַּמֵּל	4
1	מוערכת	הוערך	PUAL	Part	1,2,3	Sing	Fem	מוֹעֳרֶכֶת	הוֹעֳרַךְ	2
1	מתוגמל	התוגמל	HITPAEL	Part	3	Sing	Masc	מְתוּגְמָל	הַתּוּגְמָל	1
1	מוערך	הוערך	PUAL	Part	3	Sing	Masc	מוֹעֳרָךְ	הוֹעֳרַךְ	2
1	עצבנה	עצב	PAAL		3	Sing	Fem	עַצְבָּנָה	עֶצֶב	2
1	אלחת	אלח	PAAL		3	Sing	Fem	אַלַּחַת	אֶלַח	1
1	יתרחש	התרחש	NIFAL		3	Sing	Masc	יִתְרַחֵשׁ	הִתְרַחֵשׁ	6
2	תקיים	קיים	PAAL		3	Sing	Fem	תִּקְיָים	קַיָּים	9
2	לדרוש	דרש	PAAL	Inf				לִדְרוֹשׁ	דָּרַשׁ	24
1	למדת	ימד	PAAL		2	Sing	Masc	לָמַדְתָּ	יָמַד	1
1	זורקת	זרק	PAAL	Part	3	Sing	Fem	זוֹרֶקֶת	זָּרַק	16
1	מוטמאים	הוטמא	PUAL	Part	3	Plur	Masc	מוּטְמָאִים	הוּטְמָא	1
3	מדמיין	דמיין	HIFIL	Part	1	Sing	Masc	מְדַמְיֵין	דִּמְיֵין	12
1	מדוגם	דוגם	PUAL	Part	3	Sing	Masc	מִדּוּגָּם	דּוּגָם	1
1	שיש	שיש	PAAL		3	Sing	Masc	שֶׁיֵּשׁ	שֶׁיֵּשׁ	1
1	תני	תן	PAAL		2	Sing	Masc	תְּנִי	תֵּן	1
4	לבטח	ביטח	PIEL	Inf				לְבַטֵּחַ	בִּיטֵחַ	4
1	המליץ	המליץ	HIFIL		3	Sing	Masc	הִמְלִיץ	הִמְלִיץ	10
1	התארח	התארח	HITPAEL		3	Sing	Masc	הִתְאָרֵחַ	הִתְאָרֵחַ	7
1	מענו	מענה	PIEL		1	Plur	Masc	מַעֲנוּ	מַעֲנֶה	1
2	מומלץ	מומלץ	PUAL	Part	3	Sing	Masc	מוּמְלָץ	מוּמְלָץ	2
4	מתקשרת	התקשר	HITPAEL	Part	1	Sing	Fem	מְתַקְשֶׁרֶת	הִתְקַשֵּׁר	26
2	קובעים	קבע	PAAL	Part	3	Plur	Masc	קוֹבְעִים	קֶבַע	55
1	התקשרתי	התקשר	HITPAEL		1	Sing	Masc	הִתְקַשַּׁרְתִּי	הִתְקַשֵּׁר	26
1	שברתי	שבר	PAAL		1	Sing	Masc	שָׁבַרְתִּי	שֶׁבֶר	16
2	תתפוס	תפס	HIFIL		3	Sing	Fem	תִּתְפּוֹס	תָּפַס	17
1	טבע	טבע	PAAL		3	Sing	Masc	טֶּבַע	טֶּבַע	8
1	טבענו	טבע	PAAL		1	Plur	Masc	טָבַעְנוּ	טֶּבַע	8
1	הפיל	הפיל	HIFIL		3	Sing	Masc	הִפִּיל	הִפִּיל	1
1	ביקשנו	ביקש	PIEL		1	Plur	Masc	בִּיקַּשְׁנוּ	בִּיקֵּשׁ	78
1	נסעו	נסע	NIFAL		3	Plur	Masc	נְָסְעוּ	נָסַע	41
1	תפעיל	הפעיל	HIFIL		3	Sing	Fem	תַּפְעִיל	הִפְעִיל	15
1	מושרש	הושרש	PUAL	Part	3	Sing	Masc	מוּשְׁרָשׁ	הוּשְׁרַשׁ	1
2	שרואים	שרא	PAAL	Part	3	Plur	Masc	שֶׁרוֹאִים	שֶׁרָא	5
1	תכלס	כילס	PAAL		1	Sing	Masc	תַּכְלָס	כִּילְס	1
3	מתבייש	התבייש	HITPAEL	Part	1,2,3	Sing	Masc	מִתְבַיֵּישׁ	הִתְבַּיֵּישׁ	6
1	שר	שר	PAAL	Part	3	Sing	Masc	שַּׂר	שַּׂר	8
4	להתנהג	התנהג	HITPAEL	Inf				לְהִתְנַהֵג	הִתְנַהֵג	14
1	השתדלו	השתדל	HITPAEL		3	Plur	Fem,Masc	הִשְׁתַדְּלוּ	הִשְׁתַדֵּל	11
1	יסתכלו	הסתכל	HITPAEL		3	Plur	Fem,Masc	יִסְתַכְּלוּ	הִסְתַּכֵּל	61
4	מבינה	הבין	HIFIL	Part	1	Sing	Fem	מְבִינָה	הֵבִין	159
2	להתפרנס	התפרנס	HITPAEL	Inf				לְהִתְפַּרְנֵס	הִתְפַרְנֵס	3
1	לעדיות	עדי	PAAL	Inf				לְעָדִיּוּת	עֲדִי	1
1	מתחשבת	התחשב	HITPAEL	Part	1	Sing	Fem	מִתְחַשֶּׁבֶת	הִתְחַשֵּׁב	7
1	מרשה	הרשה	PIEL	Part	1	Sing	Masc	מַרְשֶׁה	הִרְשָׁה	6
1	ממציאים	המציא	PIEL	Part	3	Plur	Masc	מַמְצִיאִים	הִמְצִיא	2
2	מתנהג	התנהג	HITPAEL	Part	3	Sing	Masc	מִתְנַהֵג	הִתְנַהֵג	14
1	להבדל	הבדל	HITPAEL	Inf				לְהֶבְדֵּל	הֶבְדֵּל	1
1	נעוץ	נעץ	NIFAL	Part	3	Sing	Masc	נָעוּץ	נָעַץ	1
1	שיפרשו	שיפרש	HIFIL		3	Plur	Masc	שִׁיפָּרְשׁוּ	שִׁיפָּרֵשׁ	1
1	אשלוט	שלט	PAAL	Part	1	Sing	Masc	אֶשְׁלוֹט	שֶׁלֶט	9
1	נתקעת	נתקע	PAAL	Part	3	Sing	Fem	נִתְקַעַת	נִתְקַע	11
1	מגחכים	גיחך	PIEL	Part	3	Plur	Masc	מְגַחֲכִים	גִּיחֵךְ	2
1	מגחכת	גיחך	HIFIL	Part	1	Sing	Masc	מְגַחֶכֶת	גִּיחֵךְ	2
1	אתאה	אתא	PAAL	Part	1	Sing	Masc	אֶתְאֶה	אַתָּא	1
1	להביע	הביע	HIFIL	Inf				לְהַבִּיעַ	הִבִּיעַ	3
1	שייך	שייך	PAAL	Part	2	Sing	Masc	שַּׁיָּיךְ	שַּׁיָּיךְ	1
2	מתקנים	תיקן	PIEL	Part	3	Plur	Masc	מִתְקָנִים	תִּיקֵּן	12
1	מקל	הקל	HIFIL	Part	3	Sing	Masc	מַקֵּל	הַקַּל	3
1	יזרמו	זרם	PAAL		3	Plur	Masc	יִזְרְמוּ	זֶּרֶם	3
1	ינעלו	נעלה	PAAL		3	Plur	Masc	יִנְעֲלוּ	נַעֲלֶה	1
1	מגביר	הגביר	HIFIL	Part	3	Sing	Masc	מַגְבִּיר	הִגְבִּיר	17
2	תרגישי	הרגיש	PAAL		1	Sing	Masc	תַּרְגִּישִׁי	הִרְגִּישׁ	148
1	נותה	נתה	PAAL		1	Sing	Fem	נוֹתָה	נָּתָה	1
1	מחמירה	מחמיר	HIFIL	Part	1	Sing	Fem	מַחְמִירָה	מַחְמִיר	1
1	סבבה	סבב	PAAL		1	Sing	Masc	סָּבְבָה	סַבָּב	2
1	התרגלתי	התרגל	HITPAEL		1	Sing	Masc	הִתְרַגַּלְתִּי	הִתְרַגֵּל	11
1	נשמעים	נשמע	NIFAL	Part	3	Plur	Masc	נִשְׁמָעִים	נִשְׁמָע	64
1	תכתבו	כתב	HIFIL		3	Plur	Masc	תִּכְתְּבוּ	כָּתַב	69
1	תספרי	ספר	HIFIL		2	Sing	Masc	תְּסַפְרִי	סֵפֶר	4
1	מעוניין	מעוניין	PUAL	Part	3	Sing	Masc	מְעוּנְיָין	מְעוּנְיָין	1
1	לחיוך	חיוך	PAAL	Inf				לְחִיּוּךְ	חִיּוּךְ	1
4	הזמנת	הזמנה	PAAL		2	Sing	Fem	הַזְמָנַת	הַזְמָנָה	6
1	להפודקאסט	הפדקאסט	PIEL	Inf				לְהֶפוּדְקָאסְט	הַפֶּדְקַאסְט	1
1	לעוד	עד	PAAL	Inf				לְעוֹד	עַד	1
2	שלומדים	שלמד	PIEL	Part	1,2,3	Plur	Masc	שֶׁלּוֹמְדִים	שֶׁלְמַד	3
1	ניפרד	נפרד	PAAL		1	Sing	Masc	נִיפְרֵד	נִפְרָד	10
1	עליכם	עליכם	PAAL		2	Plur	Masc	עֲלֵיכֶם	עֲלֵיכֶם	1
5	לזכות	לזכות		Inf				לִזְכּוֹת	לִזְכּוֹת	5
1	לחמה	לחם	PAAL		3	Sing	Fem	לָּחֲמָה	לֶחֶם	2
1	תצטרפו	הצטרף	HIFIL		1	Plur	Masc	תִּצְטָרְפוּ	הִצְטָרֵף	26
1	ניצלו	ניצלו	PAAL		3	Plur	Masc	נִיצְּלוּ	נִיצְּלוּ	1
1	מפוזרים	פוזר	PUAL	Part	3	Plur	Masc	מְפוּזָּרִים	פּוּזַּר	2
1	סתקרנתי	סתקרן	PAAL		1	Sing	Masc	סִתְקָרַנְתִּי	סְתַקְרֵן	1
2	הכנתי	הכין	HIFIL		1	Sing	Masc	הֵכַנְתִּי	הֵכִין	59
1	תשמח	שמח	PAAL		3	Sing	Fem	תִּשְׂמַח	שָׂמֵחַ	52
1	תלהבתי	תלהב	PAAL		1	Sing	Masc	תִּלְהַבְתִּי	תִּלְהַב	1
1	קבעתי	קבע	PAAL		1	Sing	Masc	קָבַעְתִּי	קֶבַע	55
1	ניין	ניין	PAAL		3	Sing	Masc	נַיִין	נַיִין	1
1	סוחבת	סחב	PAAL	Part	1	Sing	Fem	סוֹחֶבֶת	סָּחָב	4
1	מזכקת	זיכק	PAAL	Part	3	Sing	Fem	מַזְכֶּקֶת	זִּיכֵּק	1
1	להזכר	הזכר	PIEL	Inf				לְהִזְכֵּר	הַזָּכָר	2
2	נייצר	נייצר	HIFIL		1	Plur	Masc	נַיְיצֶר	נַיְיצֶר	2
2	מייצרת	ייצר	PIEL	Part	1,2,3	Sing	Fem	מְיַיצֶּרֶת	יִיצֵּר	33
1	התפתחתי	התפתח	HITPAEL		1	Sing	Masc	הִתְפַּתַּחְתִּי	הִתְפַתֵּחַ	7
1	מצטרפת	הצטרף	HITPAEL	Part	1,2,3	Sing	Fem	מִצְטָרֶפֶת	הִצְטָרֵף	26
1	הצטרפתי	הצטרף	HITPAEL		1	Sing	Masc	הִצְטָרַפְתִּי	הִצְטָרֵף	26
1	משוק	שק	PAAL	Part	3	Sing	Masc	מַשּׁוּק	שַּׂק	1
1	להתחלף	התחלף	HITPAEL	Inf				לְהִתְחַלֵּף	הִתְחַלֵּף	1
1	להקשים	הקשים	HIFIL	Inf				לְהַקְשִׁים	הַקָּשִׁים	1
1	תוביל	הוביל	HIFIL		3	Sing	Fem	תּוֹבִיל	הוֹבִיל	12
1	מעיזים	העז	HIFIL	Part	3	Plur	Masc	מְעִיזִּים	הָעַז	3
1	מיישנים	יישן	PIEL	Part	3	Plur	Masc	מַיְישְׁנִים	יִישָׁן	1
2	עורה	ערה	PAAL		3	Sing	Fem	עוֹרָהּ	עֵרָה	2
1	גורסים	גרס	PAAL	Part	3	Plur	Masc	גּוֹרְסִים	גֶּרֶס	4
1	מש	מש	PAAL		3	Sing	Masc	מָשׁ	מָשׁ	1
1	מזקקים	זיקק	PIEL	Part	3	Plur	Masc	מְזַקְּקִים	זִּיקֵּק	1
1	מתיישן	התיישן	HITPAEL	Part	1,2,3	Sing	Masc	מִתְיַישְׁן	הִתְיַישֵּׁן	2
1	זרענו	זרע	PAAL		1	Plur	Masc	זָּרַעְנוּ	זֶּרַע	1
2	קצרנו	קצר	PAAL		1	Plur	Masc	קָצַרְנוּ	קָצָר	3
1	חיברת	חיבר	PIEL		1	Sing	Masc	חִיבַּרְתָּ	חִיבֵּר	13
1	רושה	רשה	PAAL	Part	1	Sing	Masc	רוֹשָׁה	רָשָׁה	2
1	להתאוורר	התאוורר	HITPAEL	Inf				לְהִתְאַוְורֵר	הִתְאַוְורֵר	1
2	נפגשו	נפגש	NIFAL		3	Plur	Fem,Masc	נִפְגְּשׁוּ	נִפְגַּשׁ	31
1	הורגש	הורגש	HITPAEL		3	Sing	Masc	הוּרְגַּשׁ	הוּרְגַּשׁ	4
1	להצמיח	הצמיח	HIFIL	Inf				לְהַצְמִיחַ	הִצְמִיחַ	1
2	זרק	זרק	PAAL		3	Sing	Masc	זָּרַק	זָּרַק	16
1	נגדל	נגדל	PAAL		1	Plur	Masc	נִגְדַּל	נִגְדַּל	1
1	התגלגל	התגלגל	HITPAEL		3	Sing	Masc	הִתְגַּלְגֵּל	הִתְגַּלְגֵּל	9
3	התפתח	התפתח	HITPAEL		3	Sing	Masc	הִתְפַתֵּחַ	הִתְפַתֵּחַ	7
1	לקחנ	קיחן	PAAL		1	Plur	Masc	לָקַחְנ	קִיחָן	1
1	מרוצים	מרוצה	PUAL	Part	3	Plur	Masc	מְרוּצִּים	מְרוּצֶּה	1
1	מומחה	מומחה	PAAL	Part	1	Sing	Masc	מוּמְחֶה	מוּמְחֶה	1
1	להיקרא	נקרא	NIFAL	Inf				לְהִיקָּרֵא	נִקְרָא	101
1	מתרחב	התרחב	HITPAEL	Part	3	Sing	Masc	מִתְרַחֵב	הִתְרַחֵב	1
1	מתכווץ	התכווץ	HITPAEL	Part	3	Sing	Masc	מִתְכַוֵּוץ	הִתְכַוֵּוץ	2
1	מתנדף	התנדף	HITPAEL	Part	3	Sing	Masc	מִתְנַדֵּף	הִתְנַדֵּף	1
1	למצות	מיצה	PIEL	Inf				לְמַצּוֹת	מִיצָּה	1
1	להקלים	הקלים	HITPAEL	Inf				לַהֲקָלִים	הַקַּלִים	1
1	מצהירים	הצהיר	HIFIL	Part	1	Plur	Masc	מַצְהִירִים	הִצְהִיר	2
1	אחראית	אחראי	PAAL	Part	3	Sing	Fem	אַחְרָאִית	אַחְרַאי	1
1	כתובים	כתב	PUAL	Part	3	Plur	Masc	כְּתוּבִים	כָּתַב	69
4	תועמים	תעם	PIEL	Part	3	Plur	Masc	תּוֹעֲמִים	תַּעַם	5
2	מתאבים	תיאב	PIEL	Part	3	Plur	Masc	מַתְאֵבִים	תֵּיָאב	2
1	נפכה	פכה	NIFAL		3	Sing	Fem	נָפְכָה	פָּכָה	2
1	תואמים	תאם	PAAL	Part	3	Plur	Masc	תּוֹאֲמִים	תָּאֵם	2
1	מתקיימת	התקיים	HITPAEL	Part	1,2,3	Sing	Fem	מִתְקַיֶּימֶת	הִתְקַיֵּים	12
1	שלחנו	שלח	PAAL		1	Plur	Masc	שָׁלַחְנוּ	שָׁלַח	47
1	האמנו	האמן	HIFIL		1	Plur	Masc	הֶאֱמַנּוּ	הָאָמָּן	1
1	הזמינו	הזמין	HIFIL		3	Plur	Masc	הִזְמִינוּ	הִזְמִין	43
1	מקריאים	הקריא	PIEL	Part	3	Plur	Masc	מַקְרִיאִים	הִקְרִיא	2
1	הופתנו	הופתנה	PAAL		1	Plur	Masc	הוֹפְַתְנוּ	הוּפְתְּנָה	1
1	חגגגנו	חגגג	PAAL		1	Plur	Masc	חַגְגְַגֵּנוּ	חַגְגָּג	1
1	הגלה	הגלה	HIFIL		3	Sing	Masc	הַגָּלָה	הַגָּלָה	1
1	לבשו	לבש	PAAL		3	Plur	Masc	לָבְשׁוּ	לָבַשׁ	9
2	איזשהיא	אזשה	PAAL		3	Sing	Fem	אֵיזֶשְׁהִיא	אַזְּשָׁה	2
1	נחזיר	החזיר	HIFIL		1	Plur	Masc	נַחֲזִיר	הֶחֱזִיר	29
1	מגיב	הגיב	HIFIL	Part	3	Sing	Masc	מֵגִיב	הֵגִיב	6
1	תופסת	תפס	PAAL	Part	3	Sing	Fem	תּוֹפֶסֶת	תָּפַס	17
1	החלטתם	החליט	HIFIL		1	Plur	Masc	הַחְלָטָתָם	הֶחֱלִיט	164
1	מחוברות	חובר	PUAL	Part	3	Plur	Fem	מְחוּבָּרוֹת	חוֹבֵּר	13
1	תייערת	ייער	PIEL		3	Sing	Fem	תְּיַיעֶרֶת	יִיעֵר	1
1	גאים	גאה	PAAL	Part	1	Plur	Masc	גֵּאִים	גֵּאָה	2
1	פרוסים	פרוס	PUAL	Part	3	Plur	Masc	פְּרוּסִים	פְּרוּס	1
1	מתבגרת	התבגר	HITPAEL	Part	3	Sing	Fem	מִתְבַּגֶּרֶת	הִתְבַּגֵּר	2
1	פיזרנו	פיזר	PIEL		1	Plur	Masc	פִּיזַּרְנוּ	פִּיזֵּר	3
1	שילך	שילך	HIFIL		3	Sing	Masc	שֶׁיֵּלֵךְ	שֶׁיֵּלֵךְ	1
1	הלטת	הלט	PAAL		3	Sing	Fem	הֲלָטַת	הֶלֶט	2
1	ממלאים	מילא	PIEL	Part	3	Plur	Masc	מְמַלְּאִים	מִילֵּא	5
1	מרוקנים	מרוקן	HIFIL	Part	3	Plur	Masc	מְרוֹקְנִים	מְרוּקָּן	1
1	נגלה	נגלה	PAAL		1	Sing	Masc	נְגַּלָּה	נְגַּלָּה	1
1	שימשו	שימש	PIEL		3	Plur	Masc	שִׁימְּשׁוּ	שִׁימֵּשׁ	9
1	דוגמים	דגם	PAAL	Part	3	Plur	Masc	דּוּגָמִים	דֶּגֶּם	1
1	להתבגר	התבגר	HITPAEL	Inf				לְהִתְבַּגֵּר	הִתְבַּגֵּר	2
1	לבקבק	בקבק	PAAL	Inf				לְבַקְבָּק	בַּקְבָּק	1
2	אשאל	שאל	PAAL		1	Sing	Masc	אֶשְׁאַל	שָׁאַל	111
1	להמשך	המשך	PAAL	Inf				לַהֶמְשֵּׁךְ	הֶמְשֵּׁךְ	1
2	לצמוח	צמח	HITPAEL	Inf				לִצְמוֹחַ	צֶּמַח	4
2	יהנו	הנו	PAAL		3	Plur	Masc	יֵהָנוּ	הִנּוּ	2
1	להפנות	להפנות	PAAL	Inf				לְהַפְּנוֹת	לְהַפְּנוֹת	1
1	יכנס	כנס	PAAL		3	Sing	Masc	יִכָּנֵס	כֶּנֶס	12
3	מתרגלים	התרגל	PIEL	Part	3	Plur	Masc	מִתְרַגְּלִים	הִתְרַגֵּל	11
2	צרו	צר	PAAL		1	Plur	Masc	צָּרוּ	צַּר	2
1	נזדרז	הזדרז	HIFIL		1	Plur	Masc	נִזְדְרֵז	הִזְדָּרֵז	1
2	תכינו	הכין	PAAL		2	Plur	Masc	תָּכִינוּ	הֵכִין	59
1	דוחפות	דחף	PAAL	Part	3	Plur	Fem	דּוֹחֲפוֹת	דַּחַף	12
1	ארגנה	ארגן	PIEL		3	Sing	Fem	אִרְגְּנָה	אִרְגֵּן	10
2	נעלוה	עלה	NIFAL		3	Sing	Fem	נַעֲלוּה	עָלָה	147
1	ישמחו	שמח			3	Plur	Fem,Masc	יִשְׂמְחוּ	שָׂמֵחַ	52
