formOccurrences	form	lemma	Gender	Number	form_niqqud	lemma_niqqud	lemmaCount
2	שוחד	שוחד	Masc	Sing	שׁוֹחַד	שׁוֹחַד	2
2	שערה	שערה	Fem	Sing	שְׂעָרָהּ	שְׂעָרָהּ	2
3	מקסיקנים	מקסיקן	Masc	Plur	מַקְסִיקָנִים	מַקְסִיקָן	3
2	מאפיה	מאפייה	Fem	Sing	מַאֲפִיָּה	מַאֲפִיָּיה	9
1	רגישות	רגישות	Fem	Sing	רְגִּישׁוּת	רְגִּישׁוּת	1
1	השערה	השערה	Fem	Sing	הַשְׁעָרָה	הַשְׁעָרָה	1
1	ג'נטריפיקציה	ג'נטריפיקציה	Fem	Sing	גֶ'נְטְרִיפִיקַצְיָה	גֶ'נְטְרִיפִיקַצְיָה	1
1	עשור	עשור	Masc	Sing	עָשׂוֹר	עָשׂוֹר	1
1	יזמים	יזם	Masc	Plur	יַזְמִים	יַזָּם	5
2	לקהל	לקהל	Masc	Sing	לַקָּהָל	לַקָּהָל	2
2	פרופורציות	פרופורציה	Fem	Plur	פְּרוֹפּוֹרְצְיוֹת	פְּרוֹפּוֹרְצְיָה	2
2	התנצלות	התנצלות	Fem	Sing	הִתְנַצְּלוּת	הִתְנַצְּלוּת	2
1	פוליטיקלי	פוליטיקלי	Masc	Sing	פּוֹלִיטִיקָלִי	פּוֹלִיטִיקָלִי	1
1	לחמניות	לחמני	Fem	Plur	לַחְמָנִיּוֹת	לַחְמָנִי	1
1	תעשייתיות	תעשייתי	Fem	Plur	תַּעֲשִִׂיָּיתִיּוֹת	תַּעֲשִׂיָּיתִי	1
2	צניעות	צניעות	Fem	Sing	צְּנִיעוּת	צְּנִיעוּת	2
3	תפיסות	תפיסה	Fem	Plur	תְּפִיסוֹת	תְּפִיסָה	9
1	שחיתות	שחיתות	Fem	Sing	שְׁחִיתוּת	שְׁחִיתוּת	1
2	אמירה	אמירה	Fem	Sing	אֲמִירָה	אֲמִירָה	2
1	תורתיות	תורתי	Fem	Plur	תּוֹרָתִיּוּת	תּוֹרָתִי	1
3	אישום	אישום	Masc	Sing	אִישּׁוּם	אִישּׁוּם	3
1	indסמ	indסם	Masc	Sing	Inddסַמ	Indֶסֶם	1
2	מזכורת	מזכורת	Fem	Sing	מַזְכּוֹרֶת	מַזְכּוֹרֶת	2
1	לחמה	לחמה	Fem	Sing	לָּחֲמָה	לָּחֲמָה	1
1	קנייה	קנייה	Fem	Sing	קְנִיָּיה	קְנִיָּיה	21
2	חוג	חוג	Masc	Sing	חוּג	חוּג	4
1	דוכנים	דוכן	Masc	Plur	דּוּכָנִים	דּוּכָן	14
1	מאבותח	מאבותח	Masc	Sing	מֵאֲבוֹתָח	מֵאֲבוֹתָח	2
1	עמדה	עמדה	Fem	Sing	עֶמְדָּה	עֶמְדָּה	2
1	זוז	זוז	Masc	Sing	זוּז	זוּז	1
1	מאבקים	מאבק	Masc	Plur	מַאֲבָקִים	מַאֲבָק	7
1	הוספת	הוספה	Fem	Sing	הוֹסָפַת	הוֹסְפָה	1
1	עמדת	עמדה	Fem	Sing	עֶמְדַּת	עֶמְדָּה	2
1	הבהרה	הבהרה	Fem	Sing	הַבְּהָרָה	הַבְּהָרָה	1
1	חוסרים	חוסר	Masc	Plur	חוֹסָרִים	חוֹסֶר	27
1	קיחת	קיחה	Fem	Sing	קִיחַת	קִיחָה	1
1	מנע	מנע	Masc	Sing	מָנַע	מָנַע	1
1	כס	כס	Masc	Sing	כֵּס	כֵּס	1
1	עזוב	עזב	Masc	Sing	עֲזוֹב	עָזַב	1
1	סלולר	סלולר	Masc	Sing	סֵּלוֹלֶר	סֵּלוֹלֶר	1
1	לכתבות	לכתב	Fem	Plur	לַכַּתָּבוֹת	לִכְתַב	1
1	אחלה	אחלה	Masc	Sing	אַחְלָה	אַחְלָה	1
2	מקרי	מקרה	Masc	Plur	מִקְרִי	מִקְרֶה	95
1	פשע	פשע	Masc	Sing	פֶּשַׁע	פֶּשַׁע	3
1	צימרים	צימרים	Masc	Plur	צִּימֵרִים	צִּימֵרִים	1
1	הבירה	הבירה	Fem	Sing	הַבִּירָה	הַבִּירָה	1
1	סתובבה	סתובבה	Fem	Sing	סְתוֹבְבָה	סְתוֹבְבָה	1
1	תאיר	תאיר	Fem	Sing	תָּאִיר	תָּאִיר	1
2	חיפושים	חיפוש	Masc	Plur	חִיפּוּשִׂים	חִיפּוּשׂ	8
1	מחזה	מחזה	Masc	Sing	מַחֲזֶה	מַחֲזֶה	1
4	גופה	גופה	Fem	Sing	גּוּפָהּ	גּוּפָהּ	7
1	תאי	תא	Masc	Plur	תַּאי	תָּא	5
1	חתכים	חתך	Masc	Plur	חֲתָכִים	חֲתָךְ	3
5	אלימות	אלימות	Fem	Sing	אַלִּימוּת	אַלִּימוּת	5
1	התאבדות	התאבדות	Fem	Sing	הִתְאַבְּדוּת	הִתְאַבְּדוּת	1
1	יישוב	יישוב	Masc	Sing	יִישּׁוּב	יִישּׁוּב	24
1	עדכון	עדכון	Masc	Sing	עִדְכּוּן	עִדְכּוּן	2
1	פרמדיק	פרמדיק	Masc	Sing	פָּרָמֵדִיק	פָּרָמֵדִיק	1
6	רוצח	רוצח	Masc	Sing	רוֹצֵחַ	רוֹצֵחַ	6
1	דיווחים	דיווח	Masc	Plur	דִּיוּוּחִים	דִּיוּוּחַ	2
1	אריכים	אריך	Masc	Plur	אֲרִיכִים	אָרִיךְ	1
1	סכינים	סכין	Masc	Plur	סַכִּינִים	סַכִּין	3
3	מדובב	מדובב	Masc	Sing	מְדוּבָּב	מְדוּבָּב	4
1	חטא	חטא	Masc	Sing	חֵטְא	חֵטְא	1
6	שחזור	שחזור	Masc	Sing	שֶׁחֲזוֹר	שֶׁחֲזוֹר	6
2	תא	תא	Masc	Sing	תָּא	תָּא	5
3	התיק	התיק	Masc	Sing	הַתִּיק	הַתִּיק	3
3	אשמה	אשמה	Fem	Sing	אַשְׁמָה	אַשְׁמָה	5
1	מניפולציות	מניפולציה	Fem	Plur	מָנִיפּוּלַצְיוֹת	מָנִיפּוּלַצְיָה	1
1	בתא	בתא	Masc	Sing	בַּתָּא	בַּתָּא	1
1	עייתיות	עייתיות	Fem	Plur	עָיָיתִיּוּת	עָיָיתִיּוּת	1
1	זירת	זירה	Fem	Sing	זִּירַת	זִּירָה	3
1	לזירת	לזירה	Fem	Sing	לְזִירַת	לַזִּירָה	1
1	תביעות	תביעה	Fem	Plur	תְּבִיעוֹת	תְּבִיעָה	8
1	אצבע	אצבע	Fem	Sing	אֶצְבַּע	אֶצְבַּע	3
1	בזירה	בזירה	Fem	Sing	בַּזִּירָה	בַּזִּירָה	1
1	פיזית	פיזי	Fem	Sing	פִּיזִית	פִּיזִי	1
1	צע	צע	Masc	Sing	צַּע	צַּע	1
1	סוליית	סוליה	Fem	Sing	סוּלְיַית	סוּלְיָה	1
1	תביעת	תביעה	Fem	Sing	תְּבִיעַת	תְּבִיעָה	8
1	מחפץ	מחפץ	Masc	Sing	מְחַפֵּץ	מְחַפֵּץ	1
2	זירה	זירה	Fem	Sing	זִּירָה	זִּירָה	3
1	מניע	מניע	Masc	Sing	מֵנִיעַ	מֵנִיעַ	1
2	סיגריה	סיגריה	Fem	Sing	סִּיגַרְיָה	סִּיגַרְיָה	5
2	קללות	קללה	Fem	Plur	קְלָלוֹת	קְלָלָה	2
2	חקירות	חקירה	Fem	Plur	חֲקִירוֹת	חֲקִירָה	15
1	רשיע	רשיע	Masc	Sing	רָשִׁיעַ	רָשִׁיעַ	1
3	רומן	רומן	Masc	Sing	רוֹמָן	רוֹמָן	3
2	אשמ	אשם	Masc	Sing	אַשְׁמ	אָשָׁם	2
2	גזר	גזר	Masc	Sing	גְּזָר	גְּזָר	2
1	הבקשות	הבקשה	Fem	Plur	הַבַּקָּשׁוֹת	הַבַּקָּשָׁה	1
1	עבל	עבל	Masc	Sing	עֲבָל	עֲבָל	1
1	הרשאה	הרשאה	Fem	Sing	הַרְשָׁאָה	הַרְשָׁאָה	1
3	עורך	עורך	Masc	Sing	עוֹרֵךְ	עוֹרֵךְ	4
1	ערעור	ערעור	Masc	Sing	עִרְעוּר	עִרְעוּר	1
1	ז'נר	ז'נר	Masc	Sing	זֵ'נֶר	זֵ'נֶר	1
1	ספוילרים	ספוילר	Masc	Plur	סְפּוֹיְלֵרִים	סְפּוֹיְלֶר	1
1	אימפקט	אימפקט	Masc	Sing	אִימְפֵּקְט	אִימְפֵּקְט	1
1	הספקות	הספקה	Fem	Plur	הַסְּפֵקוֹת	הַסְּפָקָה	2
1	מעשר	מעשר	Masc	Sing	מֵעֶשֶׂר	מֵעֶשֶׂר	1
1	שופטי	שופט	Masc	Plur	שׁוֹפְטִי	שׁוֹפֵּט	23
2	זיכוי	זיכוי	Masc	Sing	זִיכּוּי	זִיכּוּי	2
1	דהבדב	דהבדב	Masc	Sing	דְּהַבְדֵּב	דְּהַבְדֵּב	1
1	הרגשות	הרגשה	Fem	Plur	הָרְגָשׁוֹת	הַרְגָּשָׁה	7
1	טראגי	טראגי	Masc	Sing	טְרָאגִי	טְרָאגִי	1
2	מחנכת	מחנכת	Fem	Sing	מְחַנֶּכֶת	מְחַנֶּכֶת	2
1	כתבת	כתבה	Fem	Sing	כָּתַבְתָּ	כָּתְבָה	52
1	מכתבה	מכתבה	Fem	Sing	מִכְתָּבָה	מִכְתָּבָה	1
1	סטטיסטיקות	סטטיסטיקה	Fem	Plur	סְטָטִיסְטִיקוֹת	סְטָטִיסְטִיקָה	3
1	ציטותים	ציטות	Masc	Plur	צִּיטוּתִים	צִּיטוּת	1
1	יולדת	יולדת	Fem	Sing	יוֹלֶדֶת	יוֹלֶדֶת	1
1	כפפה	כפפה	Fem	Sing	כְּפָפָה	כְּפָפָה	2
2	הצטרף	הצטרף	Masc	Sing	הִצְטָרֵף	הִצְטָרֵף	2
1	סמינרים	סמינר	Masc	Plur	סֵמִינָרִים	סֵּמִינָר	2
1	מכללות	מכללה	Fem	Plur	מִכְּלָלוֹת	מִכְלָלָה	4
1	תנסות	תנסות	Fem	Sing	תְּנַסּוּת	תְּנַסּוּת	1
1	עבירות	עבירה	Fem	Plur	עֲבֵירוֹת	עֲבֵירָה	4
1	שמעית	שמעית	Masc	Sing	שִׁמָעִית	שִׁמָעִית	1
1	למורים	למורים	Masc	Plur	לְמוֹרִים	לְמוֹרִים	1
2	רוחב	רוחב	Masc	Sing	רוֹחַב	רוֹחַב	2
6	מרתון	מרתון	Masc	Sing	מָרָתוֹן	מָרָתוֹן	6
2	ימודים	ימוד	Masc	Plur	יְמוּדִים	יָמוּד	2
1	הנחתות	הנחתה	Fem	Plur	הַנְּחָתוֹת	הַנְּחָתָהּ	1
1	מטלות	מטלה	Fem	Plur	מַטָּלוֹת	מַטָּלָה	1
1	קבוצים	קבוץ	Masc	Plur	קְבוּצִים	קַבּוּץ	1
1	טבלאות	טבלאות	Fem	Plur	טַבְלָאוֹת	טַבְלָאוֹת	1
2	לקויות	לקות	Fem	Plur	לְקוּיוֹת	לָקוּת	2
1	סיית	סייה	Masc	Sing	סַיָּית	סִּיָּה	1
2	סייעות	סייעה	Fem	Plur	סַיָּיעוּת	סִּייְעָה	2
1	אינדיביד	אינדיביד	Masc	Sing	אִינְדִּיבִיד	אִינְדִּיבִיד	1
1	ואליות	ואליה	Fem	Plur	וְאֵלִיּוֹת	וְאֵלֶיהָ	1
1	ליבורים	ליבורים	Masc	Plur	לִיבּוֹרִים	לִיבּוֹרִים	1
1	עייתית	עייתית	Fem	Sing	עָיָיתִית	עָיָיתִית	1
2	טיפולי	טיפול	Masc	Plur	טִיפּוּלִי	טִיפּוּל	6
2	פוריות	פוריות	Fem	Sing	פּוֹרִיּוּת	פּוֹרִיּוּת	2
1	פרצופים	פרצופים	Masc	Plur	פַּרְצוּפִים	פַּרְצוּפִים	1
1	חיכוכים	חיכוך	Masc	Plur	חִיכּוּכִים	חִיכּוּךְ	2
1	חולה	חולה	Masc	Sing	חוֹלֶה	חוֹלֶה	6
1	כיבוי	כיבוי	Masc	Sing	כִּיבּוּי	כִּיבּוּי	1
1	החלפות	החלפה	Fem	Plur	הַחְלָפוֹת	הַחְלָפָה	4
1	וילד	וילד	Masc	Sing	וְיֶלֶד	וְיֶלֶד	1
3	יועצת	יועץ	Fem	Sing	יוֹעֶצֶת	יוֹעֵץ	9
1	אספות	אספה	Fem	Plur	אֲסֵפוֹת	אָסְפָה	1
1	משקשקת	משקשקת	Fem	Sing	מְשְַׁקַשֶּׁקֶת	מְשְַׁקַשֶּׁקֶת	1
1	תלמידה	תלמיד	Fem	Sing	תַּלְמִידָה	תַּלְמִיד	48
2	חוגים	חוג	Masc	Plur	חוּגִים	חוּג	4
1	בחין	בחין	Masc	Sing	בָּחִין	בָּחִין	1
2	כללי	כלל	Masc	Sing	כְּלָלִי	כְּלָל	81
1	התנהגויות	התנהגות	Fem	Plur	הִתְנַהֲגוּיוֹת	הִתְנַהֲגוּת	6
4	מזלי	מזל	Masc	Sing	מַזָּלִי	מַזָּל	11
1	תמורים	תמור	Masc	Plur	תְּמוּרִים	תָּמוּר	1
1	צערון	ציערון	Masc	Sing	צַּעֲרוֹן	צִּיעֲרוֹן	1
1	מגופים	מגוף	Masc	Plur	מַגּוּפִים	מַגּוּף	1
1	תחושתי	תחושה	Fem	Sing	תְּחוּשָׁתִי	תְּחוּשָׁה	43
1	משכרות	משכרת	Fem	Plur	מַשְׂכֵּרוֹת	מַשְׂכֶּרֶת	1
1	הפיסת	הפיסה	Fem	Sing	הַפִּיסַת	הַפִּיסָה	1
1	סטופ	סטוף	Masc	Sing	סְטוֹפּ	סְטוּף	1
1	מערכי	מערך	Masc	Plur	מַעֲרָכִי	מַעֲרָךְ	6
1	תקראיות	תקראיות	Fem	Plur	תִּקְרָאִיּוֹת	תִּקְרָאִיּוֹת	1
1	שנוי	שנוי	Masc	Sing	שָׁנוּי	שָׁנוּי	1
1	פלסטלינה	פלסטלינה	Fem	Sing	פָּלַסְטָלִינָה	פָּלַסְטָלִינָה	1
1	קדישה	קדישה	Fem	Sing	קְדִּישָׁה	קְדִּישָׁה	1
1	שלי	שלי	Masc	Sing	שֶׁלִּי	שֶׁלִּי	1
1	חרמות	חרמה	Masc	Plur	חֲרָמוֹת	חָרְמָה	1
1	דיכאונות	דיכאון	Masc	Plur	דִּיכְאוֹנוּת	דִּיכָּאוֹן	2
1	מתחנה	מתחנה	Fem	Sing	מִתְַחֲנָה	מִתְַחֲנָה	1
1	דיקה	דיקה	Fem	Sing	דִּיקָה	דִּיקָה	1
1	הישגים	הישג	Masc	Plur	הֶישֵּׂגִים	הֶישֵּׂג	2
1	תעודה	תעודה	Fem	Sing	תְּעוּדָה	תְּעוּדָה	4
1	צן	צן	Masc	Sing	צַּן	צַּן	1
1	פלא	פלא	Masc	Sing	פֶּלֶא	פֶּלֶא	1
1	כלישאה	כלישאה	Fem	Sing	כְּלִישָׁאָה	כְּלִישָׁאָה	1
6	אגם	אגם	Masc	Sing	אֲגַם	אֲגַם	9
1	ימת	ימת	Fem	Sing	יַמַּת	יַמַּת	1
1	יבשות	יבשת	Fem	Plur	יַבָּשׁוֹת	יַבֶּשֶׁת	3
1	תקטונים	תקטון	Masc	Plur	תִּקְטוֹנִים	תִּקְטוֹן	1
1	תזוזה	תזוזה	Fem	Sing	תְּזוּזָה	תְּזוּזָה	2
1	בקאים	בקאי	Masc	Plur	בָּקָאִים	בַּקַּאי	1
1	חריצים	חריץ	Masc	Plur	חֲרִיצִים	חָרִיץ	1
1	שרצים	שרץ	Masc	Plur	שְׁרָצִים	שֶׁרֶץ	1
1	תזוזות	תזוזה	Fem	Plur	תְּזוּזוֹת	תְּזוּזָה	2
1	בקע	בקע	Masc	Sing	בֶּקַע	בֶּקַע	1
1	הבקע	הבקע	Masc	Sing	הַבֶּקַע	הַבֶּקַע	1
8	מינרלים	מנרל	Masc	Plur	מִינֵרָלִים	מֵנֵרָל	8
1	צמחים	צמח	Masc	Plur	צְּמָחִים	צֶּמַח	2
1	אורגנימים	אורגן	Masc	Plur	אוֹרְגְּנִימִים	אוֹרְגֶּן	1
1	חיידקים	חיידק	Masc	Plur	חַיְידַּקִים	חַיְידַּק	2
1	ועצות	ועצה	Fem	Plur	וְעֵצוֹת	וְעֵצָה	1
2	כינוי	כינוי	Masc	Sing	כִּינּוּי	כִּינּוּי	2
1	תופעות	תופעה	Fem	Plur	תּוֹפָעוֹת	תּוֹפָעָה	18
2	מדברי	מדברי	Masc	Plur	מִדְבָרַי	מִדְבָרַי	2
3	תופעת	תופעה	Fem	Sing	תּוֹפַעַת	תּוֹפָעָה	18
1	נחית	נחית	Masc	Sing	נְחִית	נְחִית	1
4	שים	שים	Masc	Plur	שִִׂים	שִִׂים	4
2	מבנים	מבנה	Masc	Plur	מִבְּנִים	מִבְּנֶה	6
1	סצנה	סצנה	Fem	Sing	סְצֵנָה	סְצֵנָה	2
1	למקום	למקום	Masc	Sing	לַמָּקוֹם	לַמָּקוֹם	1
1	מליחות	מליחה	Fem	Sing	מְלִיחוּת	מִלֵּיחָה	1
2	צוף	צוף	Masc	Sing	צוּף	צוּף	4
1	ציפה	ציפה	Fem	Sing	צִּיפָּה	צִּיפָּה	1
1	השקטות	השקטה	Fem	Plur	הַשְּׁקֵטוֹת	הַשְּׁקֵטָה	1
2	בוץ	בוץ	Masc	Sing	בּוֹץ	בּוֹץ	2
1	מצילים	הציל	Masc	Plur	מַצִּילִים	הִצִּיל	1
1	פלטה	פלטה	Fem	Sing	פָּלְטָה	פָּלְטָה	1
1	כדים	כד	Masc	Plur	כַּדִּים	כַּד	1
2	החום	החום	Masc	Sing	הַחוֹם	הַחוֹם	2
1	למכת	למכה	Fem	Sing	לַמֶּּכֶת	לְמַכָּה	1
1	התייבשות	התייבשות	Fem	Sing	הִתְיַיבְּשׁוּת	הִתְיַיבְּשׁוּת	1
1	מלחצמו	מלחצמו	Masc	Sing	מִלַּחְצְמוֹ	מִלַּחְצְמוֹ	1
1	פצע	פצע	Masc	Sing	פֶּצַע	פֶּצַע	2
2	חתך	חתך	Masc	Sing	חֲתָךְ	חֲתָךְ	3
1	פצעים	פצע	Masc	Plur	פְּצָעִים	פֶּצַע	2
1	צריבה	צריבה	Fem	Sing	צְּרִיבָה	צְּרִיבָה	1
1	תייה	תייה	Fem	Sing	תִּיָּיה	תִּיָּיה	1
1	ליא	ליא	Masc	Sing	לִיא	לִיא	1
1	בולים	בול	Masc	Plur	בּוּלִים	בּוּל	2
1	הרעלה	הרעלה	Fem	Sing	הַרְעָלָה	הַרְעָלָה	1
2	הפרעות	הפרעה	Fem	Plur	הַפְּרָעוֹת	הַפְּרָעָה	2
1	פינוי	פינוי	Masc	Sing	פִּינּוּי	פִּינּוּי	1
1	הסכנות	הסכנה	Fem	Plur	הַסַּכָּנוֹת	הַסַּכָּנָה	3
1	מפלס	מפלס	Masc	Sing	מִפְלָס	מִפְלָס	1
1	כמטר	כמטר	Masc	Sing	כְּמֶטֶר	כְּמֶטֶר	1
3	בריכת	בריכה	Fem	Sing	בְּרֵיכַת	בְּרֵיכָה	36
1	הכמות	הכמה	Fem	Sing	הַכַּמוֹת	הַכַּמָּה	1
1	לנזק	לנזק	Masc	Sing	לְנֶזֶק	לְנֶזֶק	1
2	המים	הום	Masc	Plur	הַמַּיִם	הוֹם	2
12	עידוי	עידוי	Masc	Sing	עִידּוּי	עִידּוּי	13
1	הספקת	הספקה	Fem	Sing	הַסְפָּקַת	הַסְּפָקָה	2
1	ממים	מם	Masc	Plur	מִמַּיִם	מָם	1
1	דשנים	דשן	Masc	Plur	דְּשָׁנִים	דֶּשֶׁן	1
2	רום	רום	Masc	Sing	רוּם	רוּם	2
1	אלקטרוניקה	אלקטרוניקה	Fem	Sing	אֶלֶקְטְרוֹנִיקָה	אֶלֶקְטְרוֹנִיקָה	1
1	שריפה	שריפה	Fem	Sing	שְׂרֵיפָה	שְׂרֵיפָה	3
1	תעלות	תעלה	Fem	Plur	תְּעָלוֹת	תַּעֲלֶה	1
2	הצפה	הצפה	Fem	Sing	הַצָּפָה	הַצָּפָה	2
1	נתון	נתון	Masc	Sing	נָּתוּן	נָּתוּן	6
3	בולענים	בולען	Masc	Plur	בּוֹלְעָנִים	בּוּלְעָן	5
1	בולע	בלע	Masc	Sing	בּוֹלֵעַ	בָּלַע	1
1	בור	בור	Masc	Sing	בּוֹר	בּוֹר	2
1	פתאומיות	פתאומיות	Fem	Plur	פִּתְאוֹמִיּוּת	פִּתְאוֹמִיּוּת	1
1	חניות	חנייה	Fem	Plur	חֲנָיוֹת	חֲנָיָיה	9
2	בולען	בולען	Masc	Sing	בּוּלְעָן	בּוּלְעָן	5
2	בולנים	בולן	Masc	Plur	בּוּלָנִים	בּוּלָן	2
1	ירידת	ירידה	Fem	Sing	יְרִידַת	יְרִידָה	9
1	נסוגים	נסוג	Masc	Plur	נְסוֹגִים	נָסוֹג	1
1	גשמים	גשם	Masc	Plur	גְּשָׁמִים	גֶּשֶׁם	4
1	מיי	מיים	Masc	Plur	מִיְּיָ	מַיִים	1
1	תהום	תהום	Fem	Sing	תָּהוֹם	תָּהוֹם	1
1	מיסים	מס	Masc	Plur	מִיסִּים	מַס	1
1	חללים	חלל	Masc	Plur	חֲלָלִים	חָלָל	6
1	סוכנת	סוכנת	Fem	Sing	סוֹכֶנֶת	סוֹכֶנֶת	1
1	פסוריאזיס	פסוריאזיס	Fem	Sing	פְּסוֹרְיָאזִיס	פְּסוֹרְיָאזִיס	1
1	אגזמה	אגזמה	Fem	Sing	אַגְזָמָה	אַגְזָמָה	1
1	כיסוי	כיסוי	Masc	Sing	כִּיסּוּי	כִּיסּוּי	1
1	קרינה	קרינה	Fem	Sing	קְרִינָה	קְרִינָה	1
1	שפחות	שפחה	Fem	Plur	שְׁפָחוֹת	שִׁפְחָה	1
2	אלטרנטיבות	אלטרנטיבות	Fem	Plur	אַלְטֶרְנָטִיבוֹת	אַלְטֶרְנָטִיבוֹת	2
1	בסורד	בסורד	Masc	Sing	בְּסוּרְד	בְּסוּרְד	1
1	פסימיות	פסימיות	Fem	Sing	פְּסִימִיּוֹת	פְּסִימִיּוֹת	1
1	תעלה	עלה	Fem	Sing	תַּעֲלֶה	עָלָה	2
1	צינור	צינור	Masc	Sing	צִּינּוֹר	צִּינּוֹר	4
1	מהים	מהים	Masc	Sing	מֵהַיָּם	מֵהַיָּם	1
1	הזרמת	הזרמה	Fem	Sing	הַזְּרָמַת	הַזְּרָמָה	1
1	מנהר	מנהר	Masc	Sing	מִנְּהָר	מִנְּהָר	5
1	הפחת	הפחה	Masc	Sing	הַפְּחָת	הַפָּחָה	1
1	עדיפויות	עדיפות	Fem	Plur	עֲדִיפוּיוֹת	עֲדִיפוּת	2
2	מפגשי	מפגש	Masc	Plur	מִפְגְּשֵׁי	מִפְגָּשׁ	25
1	קומפורט	קומפורט	Masc	Sing	קוֹמְפּוֹרְט	קוֹמְפּוֹרְט	1
1	זון	זון	Masc	Sing	זוֹן	זוֹן	1
4	עיסת	עיסה	Fem	Sing	עִיסַּת	עִיסָּה	6
1	שלילה	שלילה	Fem	Sing	שָׁלִילָה	שָׁלִילָה	1
2	אופה	אופה	Masc	Sing	אוֹפֶּה	אוֹפֶּה	2
1	עופים	עוף	Masc	Plur	עוֹפִים	עוֹף	2
1	חתימה	חתימה	Fem	Sing	חֲתִימָה	חֲתִימָה	1
1	גרסה	גרסה	Fem	Sing	גִּרְסָה	גִּרְסָה	3
2	נחתום	נחתום	Masc	Sing	נֶחְתּוֹם	נֶחְתּוֹם	2
1	איסת	איסה	Fem	Sing	אִיסַּת	אִיסָּה	1
1	אוופה	אוופה	Fem	Sing	אַוְופָה	אַוְופָה	1
1	חצן	חצן	Masc	Sing	חָצָן	חָצָן	1
2	רעבים	רעב	Masc	Plur	רְעֵבִים	רָעָב	4
1	מרמקולים	מרמקול	Masc	Plur	מַרְמְקוֹלִים	מַרְמְקוֹל	1
1	מקצוען	מקצוען	Masc	Sing	מִקְצוֹעָן	מִקְצוֹעָן	2
2	צידנית	צידנית	Fem	Sing	צֵּיְדָנִית	צֵּיְדָנִית	2
1	לוק	לוק	Masc	Sing	לוּק	לוּק	1
1	סינר	סינר	Masc	Sing	סִּינָר	סִּינָר	1
1	כפפות	כפפה	Fem	Plur	כְּפָפוֹת	כְּפָפָה	2
1	מומחים	מומחה	Masc	Plur	מוּמְחִים	מוּמְחֶה	3
1	בשרמים	בשרם	Masc	Plur	בַּשְׂרָמִים	בְּשָׂרָם	1
1	מפילה	מפילה	Fem	Sing	מַפִּילָה	מַפִּילָה	1
1	קיל	קיל	Masc	Sing	קִיל	קִיל	1
1	מקצוענים	מקצוען	Masc	Plur	מִקְצוֹעָנִים	מִקְצוֹעָן	2
1	קשקש	קשקש	Masc	Sing	קַשְׂקַשׁ	קַשְׂקַשׁ	1
2	רעב	רעב	Masc	Sing	רָעָב	רָעָב	4
2	סכין	סכין	Fem	Sing	סַכִּין	סַכִּין	3
1	קינוחים	קינוח	Masc	Plur	קִינּוּחִים	קִינּוּחַ	6
1	משלן	משלן	Masc	Sing	מִשֶּׁלָּן	מִשֶּׁלָּן	1
2	רואי	רואה	Masc	Sing	רוֹאִי	רוֹאֶה	2
4	דייסה	דייסה	Fem	Sing	דַּיְיסָה	דַּיְיסָה	4
1	יבולת	יבולת	Fem	Sing	יְבוּלַת	יְבוּלַת	1
1	שועל	שועל	Masc	Sing	שׁוּעָל	שׁוּעָל	1
1	סולת	סולת	Fem	Sing	סוּלַת	סוּלַת	1
1	דיסה	דיסה	Fem	Sing	דִּיסָה	דִּיסָה	1
1	דבק	דבק	Masc	Sing	דֶּבֶק	דֶּבֶק	1
1	הגבלת	הגבלה	Fem	Sing	הַגְּבָלַת	הַגְּבָלָה	3
5	פקקים	פקק	Masc	Plur	פְּקָקִים	פְּקָק	5
1	עומסי	עומס	Masc	Plur	עוֹמְסֵי	עוֹמֶס	6
1	העברת	העברה	Fem	Sing	הַעֲבָרַת	הַעֲבָרָה	1
1	בולדוזר	בולדוזר	Masc	Sing	בּוֹלְדּוֹזֶר	בּוֹלְדּוֹזֶר	1
4	תיאבון	תיאבון	Masc	Sing	תֵּיָאבוֹן	תֵּיָאבוֹן	4
1	ביכור	ביכור	Masc	Sing	בִּיכּוּר	בִּיכּוּר	2
1	הרכת	הרכה	Fem	Sing	הָרַכְתְּ	הָרַכָּה	1
1	התיאבון	התיאבון	Masc	Sing	הַתֵּיָאבוֹן	הַתֵּיָאבוֹן	1
1	ספורטאית	ספורטאי	Fem	Sing	סְפּוֹרְטָאִית	סְפּוֹרְטַאי	4
1	כלישעה	כלישעה	Fem	Sing	כְּלִישְׁעָה	כְּלִישְׁעָה	1
1	נכונות	נכונות	Fem	Sing	נְכוֹנוּת	נְכוֹנוּת	1
1	שנוע	שנוע	Fem	Sing	שָׁנוּעַ	שָׁנוּעַ	1
1	בתון	בתון	Masc	Sing	בָּתוֹן	בָּתוֹן	1
1	חיית	חייה	Fem	Sing	חַיִית	חַיֶּיהָ	1
6	ריצה	ריצה	Fem	Sing	רִיצָה	רִיצָה	9
1	קורסון	קורסון	Masc	Sing	קוֹרְסוֹן	קוֹרְסוֹן	1
2	ימית	ימית	Fem	Sing	יָמִית	יָמִית	2
2	התלבטות	התלבטות	Fem	Sing	הִתְלַבְּטוּת	הִתְלַבְּטוּת	2
3	הריצה	הריצה	Fem	Sing	הָרִיצָה	הָרִיצָה	3
1	רועסון	רועסון	Masc	Sing	רוֹעֲסוֹן	רוֹעֲסוֹן	1
1	ביד	בידי	Fem	Sing	בַּיָּד	בְּיָדִי	1
